G_CODE,G_FAMILY,G_ISO_CODE_2,G_LATITUDE,G_LONGITUDE,G_NAME
mpl,106869-106871-106878-105320-105523-105751-105960-106162-42152-42188-42205-42210,--,-6.81404,146.321,"Watut, Middle"
mpm,104992-39084-39085-39090-39091-105836-106046-39159,--,16.9042,-97.5018,"Mixtec, Yosondúa"
mpn,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-106650-42293-42306-42314,--,-5.54613,146.138,Mindiri
mpo,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-42231-42233-42234-42244,--,-5.88037,149.557,Miu
mpp,104989-105078-43113-105382-105601-43137,--,-6.33237,147.713,Migabac
mpq,104994-105096-43569-43575-43578,--,-4.3553,-70.2079,Matís
mpr,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-42041-106785-42044,--,-8.66826,157.997,Vangunu
mps,34271-34286,--,-6.65765,144.511,Dadibi
mpt,104989-43174-107501-43227-43229-105587-43237-43239,--,-4.70881,141.523,Mian
mpu,105004-105118-24359,--,-11.8701,-64.3201,Makuráp
mpv,104989-105078-105210-43060-105590-43065,--,-6.46208,146.747,Mungkip
mpw,104952-23732-107629-23784-23786,--,1.9145,-59.6155,Mapidian
mpx,106869-106871-106878-105320-105523-105751-105960-106163-41879-106540-41959,--,-10.6821,152.696,Misima-Panaeati
mpy,106869-106871-106878-105320-105523-105751-41335-41337-106352-106514-41344-41352-106780-41377,--,0.91825,134.336,Mapia
mpz,105000-105102-105249-106896-105642-107571-106052-106231-27687,--,18.1717,100.21,Mpi
mqa,106869-106871-106878-105320-105523-42369-107577-105961-107590-106165-42474,--,0.59011,128.418,Maba
mqb,104949-105011-105125-105280-25228,--,10.7788,14.1677,Mbuko
mqc,106869-106871-106878-105320-105522-105746-105950-106148-106342-106508-41096,--,-1.87941,125.822,Mangole
mqe,104989-105080-105214-42868-42882-42897,--,-5.13857,145.617,Matepi
mqf,43012-43013,--,-5.04431,139.26,Momuna
mqg,106869-106871-106878-105324-105529-105763-105978-106184-106383-106546-39489,--,-0.27049,116.297,"Malay, Kota Bangun Kutai"
mqh,104992-39084-39085-39090-39091-105836-106040-39117,--,17.007,-96.9783,"Mixtec, Tlazoyaltepec"
mqi,106869-106871-106878-105320-105522-41097-107650-41116,--,-6.15619,134.873,Mariri
mqj,106869-106871-106878-42634-42676-42720-42726,--,-3.0811,119.484,Mamasa
mqk,106869-106871-106878-105322-39789-105757-39790-106178-39800-39805,--,8.2934,126.266,"Manobo, Rajah Kabunsuwan"
mql,104955-105023-105146-105312-105508-32858-105945-32879-106333-106496-106621-106709-106774-32989,--,10.4532,0.95645,Mbelime
mqm,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-107038-107043-107046-41262-41264-107699-41269,--,-9.75663,-138.979,"Marquesan, South"
mqn,106869-106871-106878-40119-40179-40192-40193-40215-40216,--,-4.62361,121.824,Moronene
mqo,44860-44862-107500-107526-44891,--,1.40199,127.752,Modole
mqp,106869-106871-106878-105320-105522-105746-40939-106147-106340-106505-106628-106714-41075,--,-3.30342,127.565,Manipa
mqq,106869-106871-106878-107522-105533-106997-105767-105986-106195-40576,--,5.43348,116.759,Minokok
mqr,105002-105113-43526,--,-2.29479,138.751,Mander
mqs,44860-44861,--,0.45332,127.63,"Makian, West"
mqt,104956-105025-105149-105316-35837-107646-35847,--,18.9117,99.5821,Mok
mqu,23478-23523-23524-23525,--,5.83656,31.2327,Mandari
mqv,104989-105080-105214-42868-42882-105832-42888,--,-4.95226,145.605,Mosimo
mqw,104989-105080-105214-42868-42882-105832-42902,--,-5.0245,145.606,Murupi
mqx,106869-106871-106878-42634-42676-42693,--,-2.50762,119.082,Mamuju
mqy,106869-106871-106878-105320-105522-105747-105952-106925-106933-40755,--,-8.55748,120.329,Manggarai
mqz,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-106651-42326,--,-5.9401,147.058,Pano
mra,104956-35458-35479,--,18.5533,101.163,Mlabri
mrb,106869-106871-106878-105320-105523-105751-105958-106160-106359-41489,--,-14.9738,168.12,Marino
mrc,28950-28952-28954-28962-28968,--,33.5123,-111.749,Maricopa
mrd,105000-105103-105251-28088-28089-28091,--,28.2462,83.511,"Magar, Western"
mre,107390-107461-33480,--,43.7702,-70.7389,Martha's Vineyard Sign Language
mrf,35226,--,-3.00176,140.418,Elseng
mrg,105000-105105-105254-28303-28319,--,27.418,94.69,Mising
mrh,105000-105104-105252-27422-107161-27426,--,22.1138,93.0387,"Chin, Mara"
mri,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-107038-107043-107046-41262-41264-41280,mi,-38.2881,176.541,Maori
mrj,44414-44521-44524,--,57.08,58.83,"Mari, Hill"
mrk,106869-106871-106878-105320-105523-105751-105959-41149-106362-106529-41158,--,-20.9246,164.768,Hmwaveke
mrl,106869-106871-106878-105320-105523-105751-41335-41337-106352-106514-41344-41352-106780-106820-106835-106842-41354,--,7.35087,151.617,Mortlockese
mrm,106869-106871-106878-105320-105523-105751-105958-106160-106360-41528,--,-14.4213,168.039,Mwerlap
mrn,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-106725-42004-42005,--,-8.27055,159.625,Cheke Holo
mro,105000-27231-27232,--,24.154,90.6317,Mru
mrp,106869-106871-106878-105320-105523-105751-105958-106160-106358-106522-41401,--,-15.3498,166.891,Morouas
mrq,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-107038-107043-107046-41262-41264-107699-41273,--,-8.89412,-140.108,"Marquesan, North"
mrr,104968-105043-105164-105333-33987,--,19.7875,79.9144,Maria
mrs,106869-106871-106878-105320-105523-105751-105958-106159-106355-106519-106642-41562,--,-16.0695,167.33,Maragus
mrt,104949-105011-105125-105281-105463-107566-25330-25332,--,10.8385,12.9952,Marghi Central
mru,104955-105023-105146-105311-105506-105732-105941-32448-106327-32452-32454,--,8.78372,14.2254,Mono
mrv,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-107038-107043-107046-41262-41264-41278,--,-23.1095,-134.97,Mangareva
mrw,106869-106871-106878-105322-39964-39976,--,7.79414,124.175,Maranao
mrx,105002-105113-43534,--,-2.31915,139.673,Dineor
mry,106869-106871-106878-105322-105525-39832-39844-39849,--,7.50481,126.409,Mandaya
mrz,107620-44551-44570-44572,--,-8.15651,140.009,Marind
msa,--,ms,--,--,Malay
msb,106869-106871-106878-105322-105525-105754-105968-106172-106377-39905,--,12.2145,123.636,Masbatenyo
msc,104981-105067-26068-26110-26111-26125-26126-26143-26144-106556-26172,--,10.0962,-10.569,"Maninka, Sankaran"
msd,107390-107461-33502,--,20.5,-89.0,Yucatec Maya Sign Language
mse,104949-105011-105126-105283-105469-25682,--,9.81612,15.4115,Musey
msf,26851-107624-26855,--,-2.52264,140.326,Mekwei
msg,24616-24620-24629,--,-1.04083,131.965,Moraid
msh,106869-106871-106878-105321-105524-105752-105964-106171-42531,--,-22.5582,43.8156,"Malagasy, Masikoro"
msi,106869-106871-106878-105324-105529-105763-105978-106184-106382-39387,--,4.64808,117.024,"Malay, Sabah"
msj,104955-105023-105146-105311-105507-105735-105944-32579-32585,--,3.69351,26.9939,Ma
msk,106869-106871-106878-105322-105525-39832-39844-39848,--,6.79221,126.181,Mansaka
msl,34338,--,-3.41946,140.557,Molof
msm,106869-106871-106878-105322-39789-105757-39790-106178-39800-39801,--,8.62731,125.742,"Manobo, Agusan"
msn,106869-106871-106878-105320-105523-105751-105958-106160-106360-41502,--,-13.8746,167.516,Vurës
mso,36186-36187,--,-8.27141,138.773,Mombum
msp,105004-24361-24362,--,-11.5833,-53.9667,Maritsauá
msq,106869-106871-106878-105320-105523-105751-105959-41149-41164-41174,--,-20.4114,164.578,Caac
msr,107390-107128-107511-33504,--,48.6852,107.528,Mongolian Sign Language
mss,106869-106871-106878-105320-105522-105745-40660-40661-40664,--,-8.1804,129.833,"Masela, West"
mst,107384-39847,--,7.77188,126.373,Cataelano Mandaya
msu,106869-106871-106878-105320-105523-105751-105960-106162-42152-42188-42196-42197-42202,--,-6.53817,146.93,Musom
msv,104949-105011-105125-105281-105465-105673-105874-25116,--,12.1918,14.8873,Maslam
msw,104955-105020-33188,--,12.8218,-15.9202,Mansoanka
msx,104989-105080-105215-105394-105614-42993-42994,--,-4.57497,144.988,Moresada
msy,104979-105064-105181-28745-28746-28747,--,-4.28957,144.842,Aruamu
msz,104989-105078-43113-105382-105601-43126,--,-6.3409,147.79,Momare
mta,106869-106871-106878-105322-39789-105757-39824-106180-39826,--,6.39417,124.234,"Manobo, Cotabato"
mtb,104955-105023-105145-105310-105505-105731-105938-29296-29304-106486-29307,--,6.1627,-4.64232,Anyin Morofo
mtc,104989-105080-105214-42868-42904-42907,--,-5.24329,145.548,Munit
mtd,106869-106871-106878-105324-105529-105763-105978-39490-39502,--,0.31083,111.077,Mualang
mte,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-106724-42022,--,-7.05102,155.76,Mono
mtf,104979-28733-28739-28741,--,-3.86959,144.166,Murik
mtg,104989-43015-43029-43036,--,-4.69676,140.1,Una
mth,106869-106871-106878-105320-105523-42369-107577-107584-106168-106372-107596-42395,--,-1.66773,135.918,Munggui
mti,26532-26541,--,-9.69836,149.274,Maiwa
mtj,39004-39005-39007,--,-1.62201,133.145,Moskona
mtk,104955-105023-105143-105302-105490-105706-105912-31174-106309-31263-31286,--,6.25838,11.0906,Mbo’
mtl,104949-105011-105127-25536-105471-25595-25616-25619,--,9.01778,9.65014,Montol
mtm,44414-44488-44507,--,53.4349,102.856,Mator
mtn,104984-105070-36025-36026,--,13.0333,-86.0,Matagalpa
mto,104985-105071-105188-43687,--,17.2157,-96.0179,"Mixe, Totontepec"
mtp,34028-34034-34035-34036,--,-21.988,-63.5971,Wichí Lhamtés Nocten
mtq,104956-35485-35495-35496-35497,--,20.7374,105.186,Muong
mtr,104971-105055-105173-105345-105561-105797-106011-106210-38144,--,24.57,73.68,Mewari
mts,104994-105095-105236-43618-43624-43631,--,-11.3704,-72.0409,Yora
mtt,106869-106871-106878-105320-105523-105751-105958-106160-106360-41509,--,-13.8174,167.689,Mota
mtu,104992-39084-39085-39090-39091-105836-106039-106227-39110,--,16.154,-97.5597,"Mixtec, Tututepec"
mtv,104989-105078-105210-105380-105597-43094,--,-5.68263,146.508,Asaro’o
mtw,106869-106871-106878-105322-105525-105754-105969-39920,--,9.49196,122.769,"Binukidnon, Southern"
mtx,104992-39084-39085-39090-39091-105836-106043-39129,--,17.4142,-97.3333,"Mixtec, Tidaá"
mty,104988-24307,--,-3.52828,142.329,Nabi
mtz,107384-104898,--,--,--,Tacanec
mua,104955-105023-105146-105311-105506-105732-105941-32448-106327-32452-32455,--,9.83195,14.4751,Mundang
mub,104949-105011-25353-25354-105467-105680-25403,--,12.6893,19.5902,Mubi
muc,104955-105023-105143-105302-105490-31074,--,6.53792,10.2556,Ajumbu
mud,107388-107413-36356,--,54.6601,167.782,"Aleut, Mednyj"
mue,107388-107415-36358,--,-1.04518,-78.5392,Media Lengua
mug,104949-105011-105125-105281-105465-25132-105875-25133,--,10.8439,15.1065,Musgu
muh,104955-105023-105146-105311-105507-105735-105944-106142-32587-32595,--,4.22755,29.9967,Mündü
mui,106869-106871-106878-105324-105529-105763-105978-106185-39405,--,-2.93987,103.945,Musi
muj,104949-105011-25353-25354-105467-105679-25396,--,11.698,18.6282,Mabire
muk,105000-106872-106883-107149-107160-107168-27097,--,30.8983,79.4664,Mugom
mul,--,--,--,--,--
mum,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41842-41853-41866,--,-10.3282,150.33,Maiwala
muo,104955-105023-105146-105311-105506-105733-105943-32566-106330-106492-32573,--,7.27419,11.0615,Nyong
mup,104971-105055-105173-105345-105561-105795-38120,--,23.488,75.562,Malvi
muq,104970-105049-105167-105335-44604-44605,--,28.7318,109.756,"Miao, Eastern Xiangxi"
mur,34525-34526-34540-34548-34549,--,6.69756,33.988,Murle
mus,26717-26728,--,31.0,-87.5,Muskogee
mut,104968-105043-105164-105333-34004,--,20.2384,80.7006,"Muria, Western"
muu,104949-25700-105128-25728-25729-25782-25783,--,0.46863,37.1008,Yaaku
muv,104968-105043-105163-105331-105542-105779-105998-106929-106937-106947-33901,--,10.3524,76.7328,Muthuvan
mux,104989-43448-43479-105374-43485,--,-5.8626,144.086,Bo-Ung
muy,104949-105011-105125-105281-105463-105672-105873-25227,--,10.8605,14.2125,Muyang
muz,34525-34526-34527-34531-34532-34533,--,5.69801,36.0971,Mursi
mva,106869-106871-106878-105320-105523-105751-105960-106162-42345-42346-42351-106728-106790-42354,--,-4.07921,145.033,Manam
mvb,44798-44799-44801-44810-44811-44812,--,40.4321,-122.863,Mattole
mvc,107384-104944,--,15.0,-91.8333333333,"Mam, Central"
mvd,106869-106871-106878-105320-105522-105747-105953-106153-106347-40709,--,-9.42302,119.55,Mamboru
mve,104971-105055-105173-105345-105561-105797-106011-106212-38153,--,28.3242,71.5671,Marwari
mvf,26921-26945-105189-26955-26974-26981,--,42.4208,110.157,"Mongolian, Peripheral"
mvg,104992-39084-39085-39090-39091-105836-106046-39094,--,17.2832,-97.4285,"Mixtec, Yucuañe"
mvh,104949-105011-25353-25412-107549-25426-25434,--,9.69132,16.9932,Mulgi
mvi,34806-34807-34832-34845,--,24.7564,125.363,Miyako
mvj,107384-104945,--,--,--,"Mam, Todos Santos Cuchumatán"
mvk,107394-33707,--,-4.47017,143.75,Mekmek
mvl,104993-105089-44227,--,-24.46,136.641,Mbara
mvm,105000-105102-105250-27775-27827,--,29.8226,102.205,Muya
mvn,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41842-41853-41855,--,-9.59922,150.501,Minaveha
mvo,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-42041-106785-42047,--,-8.37943,157.747,Marovo
mvp,106869-106871-106878-42634-42676-42677-42682,--,-3.37081,119.871,Duri
mvq,104989-105080-105214-105390-42975,--,-4.62246,145.458,Moere
mvr,106869-106871-106878-105320-105523-42369-107577-107584-106168-106372-106541-42393,--,-1.66738,135.797,Marau
mvs,38919,--,-1.74679,138.294,Massep
mvt,106869-106871-106878-105320-105523-105751-105958-106159-106355-106517-106641-106719-41442,--,-15.8988,167.232,Mpotovoro
mvu,36287-36288-36295-36305-36319,--,13.1568,20.7882,Marfa
mvv,106869-106871-106878-107522-105533-106998-107007-105769-105988-40529,--,4.42907,116.177,Tagal Murut
mvw,104955-105023-105143-105302-105490-105704-105907-106114-106298-30341,--,-9.37101,39.4268,Machinga
mvx,106869-106871-106878-105320-105523-42369-107577-107584-106167-42444,--,-2.07828,134.378,Meoswar
mvy,104971-105055-105173-105347-106905-38050-38051,--,35.3389,73.0154,"Kohistani, Indus"
mvz,104949-105012-105129-105288-25034-25045-25046-25053,--,8.10617,38.3386,Mesqan
mwa,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41756-106735-41797,--,-10.0271,151.066,Mwatebu
mwb,104988-24249-105200-24250,--,-3.78596,143.681,Juwal
mwc,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41842-41843-41844,--,-9.67147,149.999,Are
mwd,104993-105085-43915-43916-105618-43926,--,-16.7694,132.329,Mudbura
mwe,104955-105023-105143-105302-105490-105704-105907-106114-106298-107033-30357,--,-9.75639,38.8762,Mwera
mwf,26343-26344,--,-14.7485,129.702,Murrinh-Patha
mwg,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-42231-42233-106788-42246-42251,--,-6.23575,149.571,Aiklep
mwh,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-42231-42263-42264,--,-5.71155,149.158,Mouk-Aria
mwi,106869-106871-106878-105320-105523-105751-105958-106159-106355-106519-41548,--,-16.4291,167.442,Ninde
mwj,107384-104834,--,-7.93095,15.7421,Maligo
mwk,104981-105067-26068-26110-26111-26125-26126-26143-26202-26203-26204,--,13.1798,-9.49151,"Maninkakan, Kita"
mwl,104971-105056-105175-105353-107153-105354-105575-105816-106032-106226-106398-38805-38810,--,41.5375,-6.38371,Mirandese
mwm,104961-105035-105159-105329-106904-35084-105994-35111,--,8.50634,17.8785,Sar
mwn,104955-105023-105143-105302-105490-105704-105907-106108-106288-106457-107036-30542,--,-9.11261,32.3163,Nyamwanga
mwo,106869-106871-106878-105320-105523-105751-105958-106160-106359-41524,--,-15.0784,168.135,"Maewo, Central"
mwp,104993-43972,--,-10.6748,142.196,Kala Lagaw Ya
mwq,105000-105104-105252-105432-105651-105854-27469-27474,--,20.289,94.3929,"Chin, Müün"
mwr,--,--,--,--,Marwari
mws,104955-105023-105143-105302-105490-105704-105907-106111-106290-106460-106595-30068,--,-0.11968,37.5939,Mwimbi-Muthambi
mwt,106869-106871-106878-40640-40642,--,10.1474,98.6765,Moken
mwu,104961-105035-35172-105328-105537-35188,--,7.45616,29.0002,Mittu
mwv,106869-106871-106878-42740-42746-42747-42755,--,-1.41092,98.9401,Mentawai
mww,104970-105049-105167-105335-105544-107000-44625-107015-44627,--,21.5461,103.164,Hmong Daw
mwx,107384-23492,--,-8.52758,37.8782,Mediak
mwy,23478-23479-23480-106892-23489,--,-5.43471,37.1869,Mosiro
mwz,104955-105023-105143-105302-105490-105704-105906-106097-106270-106437-106584-31353,--,1.20615,23.5035,Moingi
mxa,104992-39084-39085-39090-39091-105836-106038-39175,--,17.8287,-98.0574,"Mixtec, Northwest Oaxaca"
mxb,104992-39084-39085-39090-39091-105836-39097,--,17.6155,-97.9002,"Mixtec, Tezoatlán"
mxc,104955-105023-105143-105302-105490-105704-105907-30268-106301-106472-30315,--,-18.1927,32.8052,Manyika
mxd,106869-106871-106878-107522-105530-105764-105982-40412-40413,--,0.80793,116.573,Modang
mxe,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-106637-106718-41242,--,-17.6841,168.275,Mele-Fila
mxf,104949-105011-105125-105281-105465-105673-105874-25102,--,12.5342,14.8475,Malgbe
mxg,104955-105023-105143-105302-105490-105704-105906-107656-107663-106102-106277-106442-30825,--,-9.15592,17.4086,Mbangala
mxh,104961-105034-105158-105327-35220,--,0.7398,29.6656,Mvuba
mxi,104971-105056-105175-105353-107153-105354-105575-105816-106033-104480,--,37.8763,-1.79724,Mozarabic
mxj,105000-106874-27530,--,28.4732,97.0444,Miju-Mishmi
mxk,26909-26911,--,-4.2717,144.95,Monumbo
mxl,104955-105023-105145-29166-105503-29205,--,7.57292,1.78181,"Gbe, Maxi"
mxm,106869-106871-106878-105320-105523-105751-105960-106161-42135-106537-42140,--,-4.97468,151.528,Meramera
mxn,24616-24617-24618,--,-0.96532,131.52,Moi
mxo,104955-105023-105143-105302-105490-105704-105906-106095-106268-30777,--,-14.2941,23.9819,Mbowe
mxp,104985-105071-105188-105362-43709,--,16.9634,-96.1186,"Mixe, Tlahuitoltepec"
mxq,104985-105071-105188-105362-105579-105818-43692,--,16.8912,-95.8484,"Mixe, Juquila"
mxr,106869-106871-106878-107522-105530-105764-105982-40409,--,3.7519,114.434,Murik
mxs,104992-39084-39085-39090-39091-105836-106040-106229-39158,--,16.9476,-97.1236,"Mixtec, Huitepec"
mxt,104992-39084-39085-39090-39091-105836-106039-106227-39123,--,16.2279,-97.8417,"Mixtec, Jamiltepec"
mxu,104949-105011-105125-105281-105463-105672-105873-25224,--,10.8806,14.1142,Mada
mxv,104992-39084-39085-39090-39091-105836-106041-39126,--,17.048,-98.3514,"Mixtec, Metlatónoc"
mxw,36204-36210-36214-36215,--,-9.12416,141.824,Namo
mxx,104981-105067-26068-26110-26111-26125-26126-26143-26144-106557-26184,--,8.3548,-7.57109,Mahou
mxy,104992-39084-39085-39090-39091-105836-106042-39146,--,17.2122,-97.0145,"Mixtec, Southeastern Nochixtlán"
mxz,106869-106871-106878-105320-105522-105745-40660-40661-40666,--,-8.15414,129.865,"Masela, Central"
mya,105000-105102-105249-105425-105641-105846-107177-27752,my,20.7926,93.9665,Burmese
myb,104961-105035-105159-105329-106904-35084-105996-106203-35094,--,8.23066,15.7328,Mbay
myc,104955-105023-105143-105302-105490-105704-105904-106085-106251-106417-106566-30027,--,-1.10038,17.8225,Mayeka
myd,107384-33705,--,-4.23908,143.735,Maramba
mye,104955-105023-105143-105302-105490-105704-105905-106086-29994,--,-1.48741,9.50247,Myene
myf,34744-34750,--,9.82554,34.6522,Bambassi
myg,104955-105023-105143-105302-105490-105706-105912-106123-31124,--,6.0213,9.59489,Manta
myh,38920-38929-38933,--,48.3258,-124.616,Makah
myi,107384-38440,--,23.7425,74.5977,Mina
myj,104955-105023-105146-105311-105507-105735-32616-32617-32618,--,8.38023,25.9024,Mangayat
myk,104955-105023-105146-32792-107552-32814,--,12.4871,-5.28245,"Sénoufo, Mamara"
myl,106869-106871-106878-40119-105521-40130-40152-40153-106336-40154,--,-1.4313,120.009,Moma
mym,34525-34526-34527-34531-34537,--,6.63207,35.6255,Me’en
myo,29091-29124-29125,--,8.568,34.647,Anfillo
myp,36380,--,-6.77713,-61.8167,Pirahã
myq,107384-26190,--,9.49685,-7.53151,Forest Maninka
myr,23474,--,-5.80546,-76.2811,Muniche
mys,104949-105012-105129-105288-25034-25045-25046-106924-25057,--,7.53825,37.5742,Mesmes
myt,107384-39846,--,7.39531,126.409,Sangab Mandaya
myu,105004-24335-24337,--,-8.41095,-57.691,Mundurukú
myv,44414-44463-44465,--,52.8548,45.3901,Erzya
myw,106869-106871-106878-105320-105523-105751-105960-106163-41879-106540-41947-106737-41953,--,-9.195,152.731,Muyuw
myx,104955-105023-105143-105302-105490-105704-105907-106111-106291-106462-106598-106688-106761-30514,--,1.05906,34.2829,Masaaba
myy,105003-105114-105263-34438-34439,--,-0.14459,-70.0749,Macuna
myz,104949-105012-105129-105287-105477-105689-24756-24760-24765,--,36.1203,49.5659,"Mandaic, Classical"
mza,104992-39084-39085-39090-39091-105836-106039-106228-39149,--,16.7003,-97.9484,"Mixtec, Santa María Zacatepec"
mzb,104949-105010-107140-105668-25866,--,32.5014,3.85035,Tumzabt
mzc,107390-107128-107508-107543-33531,--,-19.04,46.87,Madagascar Sign Language
mzd,104955-105023-105143-105302-105490-105704-105905-106091-106261-107681-29878,--,3.67696,9.67186,Malimba
mze,104980-43749,--,-10.1321,148.671,Morawa
mzg,107390-33553-33555,--,41.9026,12.452,Monastic Sign Language
mzh,34028-34034-34035-34039,--,-23.1633,-62.1757,Wichí Lhamtés Güisnay
mzi,104992-39084-39185-39186-39204-107165-107175-39213,--,18.1531,-96.5719,"Mazatec, Ixcatlán"
mzj,104981-105067-26068-26110-26111-26125-26126-26143-26144-106556-26173,--,8.56186,-9.44257,Manya
mzk,104955-105023-105143-105302-105489-105701-105901-106079-106244-106409-106562-29401,--,6.69736,11.3161,"Mambila, Nigeria"
mzl,104985-105071-105188-105362-105579-43703-43707,--,17.0156,-95.2833,"Mixe, Mazatlán"
mzm,104955-105023-105146-105311-105506-105733-105942-106138-32487,--,8.90347,11.7155,Mumuye
mzn,104971-105055-105174-105351-105572-105810-106020-37261,--,36.241,52.3009,Mazanderani
mzo,104960-26758-26760-26762,--,-12.0456,-53.3994,Matipuhy
mzp,34378,--,-13.8115,-65.6348,Movima
mzq,106869-106871-106878-40119-40179-40192-40193-40194-40210-40211,--,-2.2555,121.035,Mori Atas
mzr,104994-105095-105236-43603-43609,--,-6.60703,-72.4027,Marúbo
mzs,104971-105056-105175-105353-107153-105354-105575-105816-106032-106226-106398-106555-106670-38852,--,22.4181,114.12,Macanese
mzt,104956-35369-35382-35392-35394-35409-35419,--,4.59376,101.986,Mintil
mzu,104979-105064-28763-105358-28768,--,-4.67614,144.9,Inapang
mzv,104955-105023-105146-32660-32694-32698-32699-32701-32705,--,6.51218,18.7935,Mandja
mzw,104955-105023-105146-105312-105508-105736-105946-106144-106334-106499-106623-33027,--,8.43846,-2.28724,Deg
mzx,107384-104892,--,1.98815,-58.5046,Mawayana
mzy,107390-107128-33513,--,-19.811,34.613,Mozambican Sign Language
mzz,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41803-106733-41804,--,-9.47132,150.76,Maiadomu
naa,28803-28804,--,-3.58,140.66,Namla
nab,104987-105073-25995,--,-14.3707,-59.5187,"Nambikuára, Southern"
nac,104989-43448-43492-105375-43500,--,-5.5591,144.754,Narak
nad,104993-105091-105231-43941-105624-43957,--,-22.8558,120.831,Nijadali
nae,106869-106871-106878-105320-105522-105746-40939-106147-106341-106506-106629-40952-40959,--,-2.85543,128.516,Naka’ela
naf,104989-105078-43113-105383-105605-43165,--,-6.42709,146.966,Nabak
nag,104971-105055-105173-105346-105563-105799-37684-37685-37686,--,25.2508,93.4438,Naga Pidgin
naj,104955-33391,--,11.0397,-14.8188,Nalu
nak,106869-106871-106878-105320-105523-105751-105960-106161-42135-106537-42142,--,-5.59931,150.888,Nakanai
nal,106869-106871-106878-105320-105523-105751-105960-106161-106366-106534-41989,--,-2.94411,151.332,Nalik
nam,26343-26348,--,-14.268,131.237,Ngan’gityemerri
nan,105000-106876-27836-27846-27857,--,24.5,118.17,"Chinese, Min Nan"
nao,105000-106872-106883-107149-107160-107168-27111-107180-27094,--,27.6926,87.3409,Naaba
nap,104971-105056-105175-105353-107153-105354-105575-105815-106031-38725,--,39.2288,16.4225,Napoletano-Calabrese
naq,34199-34200-34201-106989-34203,--,-25.0747,17.9767,Khoekhoe
nar,104955-105023-105143-105306-105499-105723-31594-106128-106320-106482-31625,--,9.98505,8.81708,Iguta
nas,34105-34111-34116,--,-6.46022,155.632,Naasioi
nat,104955-105023-105143-105306-105499-105725-105932-31658,--,10.3243,6.3024,Cahungwarya
nau,106869-106871-106878-105320-105523-105751-41335-41336,na,-0.52957,166.922,Nauruan
nav,44798-44799-44801-44802-105485-105695-44809,nv,36.2106,-110.082,Navajo
naw,104955-105023-105145-105310-105505-105731-105939-106137-106325-106488-29351,--,8.45116,0.04947,Nawuri
nax,44657-44659-44662,--,-4.27412,141.601,Nakwi
nay,104993-105092-105234-43974-105631-43978,--,-36.2301,140.158,Narrinyeri
naz,105007-105121-105276-105457-105667-105869-106061-34657,--,18.32,-99.7114,"Nahuatl, Coatepec"
nba,104955-105023-105143-105302-105490-105704-105906-107656-107664-106093-30746-106427-30754,--,-15.709,18.2515,Nyemba
nbb,104955-105023-105143-105302-105490-105703-29440-29457,--,6.08134,8.69131,Ndoe
nbc,105000-106873-28205-28206-28247,--,26.4336,94.9536,"Naga, Chang"
nbd,104955-105023-105143-105302-105490-105704-105904-106085-106251-106417-106566-30034,--,3.27251,23.5669,Ngbinda
nbe,105000-106873-28205-28206-28207,--,26.6823,95.0598,"Naga, Konyak"
nbf,107384-107306,--,27.45988,100.18172,Naxi
nbg,107392-107472-28412,--,25.5399,75.8519,Nagarchal
nbh,104949-105011-105127-25536-105471-25537-25538-106063-106240-106404-106561-25544,--,12.0048,11.2108,Ngamo
nbi,105000-105104-105253-105433-27340-27341-27355-27357,--,25.3836,94.0035,"Naga, Mao"
nbj,104993-105085-43915-43916-105618-43922,--,-15.4661,130.651,Ngarinman
nbk,104989-105080-105214-42868-42882-42886,--,-5.09087,145.655,Nake
nbl,104955-105023-105143-105302-105490-105704-105907-106116-106303-107688-30203,nr,-25.6272,29.048,Ndebele
nbm,104955-105023-105146-105311-105507-105735-105944-106142-106331-106493-32598-32599,--,4.0,18.12,Ngbaka Ma’bo
nbn,106869-106871-106878-105320-105523-42369-42487-42488,--,-2.80683,134.098,Kuri
nbo,104955-105023-105143-32043-32044-32045-32076-32095-106318-32096,--,5.7562,8.28051,Nkukoli
nbp,104955-105023-105143-105302-105490-105703-29440-106082-106247-106412-29441,--,6.31319,8.48975,Nnam
nbq,104989-43276-43277,--,-3.62735,139.011,Nggem
